subject_order,subject,category,question_number,difficulty,question,option_a,option_b,option_c,option_d,correct_option
85,International Law,Medicine & Law,169,Hard,"[Hard] In International Law, which option best represents evidence-based professional decision-making?",Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,B
85,International Law,Medicine & Law,170,Hard,"[Hard] In International Law, which option best represents evidence-based professional decision-making?",Ignore standards if outcomes seem likely positive.,Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Choose the fastest option regardless of ethics.,C
85,International Law,Medicine & Law,171,Hard,"[Hard] In International Law, which option best represents evidence-based professional decision-making?",Choose the fastest option regardless of ethics.,Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,"Use established guidelines, current evidence, and case-specific facts.",D
85,International Law,Medicine & Law,172,Hard,"[Hard] In International Law, which option best represents evidence-based professional decision-making?","Use established guidelines, current evidence, and case-specific facts.",Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,A
85,International Law,Medicine & Law,173,Hard,"[Hard] In International Law, which option best represents evidence-based professional decision-making?",Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,B
85,International Law,Medicine & Law,174,Hard,"[Hard] In International Law, which option best represents evidence-based professional decision-making?",Ignore standards if outcomes seem likely positive.,Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Choose the fastest option regardless of ethics.,C
85,International Law,Medicine & Law,175,Hard,"[Hard] In International Law, which option best represents evidence-based professional decision-making?",Choose the fastest option regardless of ethics.,Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,"Use established guidelines, current evidence, and case-specific facts.",D
85,International Law,Medicine & Law,176,Hard,"[Hard] In International Law, which option best represents evidence-based professional decision-making?","Use established guidelines, current evidence, and case-specific facts.",Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,A
85,International Law,Medicine & Law,177,Hard,"[Hard] In International Law, which option best represents evidence-based professional decision-making?",Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Ignore standards if outcomes seem likely positive.,Choose the fastest option regardless of ethics.,B
85,International Law,Medicine & Law,178,Hard,"[Hard] In International Law, which option best represents evidence-based professional decision-making?",Ignore standards if outcomes seem likely positive.,Rely only on intuition and avoid documentation.,"Use established guidelines, current evidence, and case-specific facts.",Choose the fastest option regardless of ethics.,C
85,International Law,Medicine & Law,179,Hard,"[Hard] In International Law, which option best represents evidence-based professional decision-making?",Choose the fastest option regardless of ethics.,Rely only on intuition and avoid documentation.,Ignore standards if outcomes seem likely positive.,"Use established guidelines, current evidence, and case-specific facts.",D
